"Aid_Year","Enrollment_Status","COA_Min","COA_Max","EFC_Min","EFC_Max","Pell_Amount"
"2023-2024","THREE_QUARTER_TIME","5300","5399","3901","4000","1050"
"2023-2024","THREE_QUARTER_TIME","5300","5399","4001","4100","975"
"2023-2024","THREE_QUARTER_TIME","5300","5399","4101","4200","900"
"2023-2024","THREE_QUARTER_TIME","5300","5399","4201","4300","825"
"2023-2024","THREE_QUARTER_TIME","5300","5399","4301","4400","750"
"2023-2024","THREE_QUARTER_TIME","5400","5499","0","0","4088"
"2023-2024","THREE_QUARTER_TIME","5400","5499","1","100","4050"
"2023-2024","THREE_QUARTER_TIME","5400","5499","101","200","3975"
"2023-2024","THREE_QUARTER_TIME","5400","5499","201","300","3900"
"2023-2024","THREE_QUARTER_TIME","5400","5499","301","400","3825"
"2023-2024","THREE_QUARTER_TIME","5400","5499","401","500","3750"
"2023-2024","THREE_QUARTER_TIME","5400","5499","501","600","3675"
"2023-2024","THREE_QUARTER_TIME","5400","5499","601","700","3600"
"2023-2024","THREE_QUARTER_TIME","5400","5499","701","800","3525"
"2023-2024","THREE_QUARTER_TIME","5400","5499","801","900","3450"
"2023-2024","THREE_QUARTER_TIME","5400","5499","901","1000","3375"
"2023-2024","THREE_QUARTER_TIME","5400","5499","1001","1100","3300"
"2023-2024","THREE_QUARTER_TIME","5400","5499","1101","1200","3225"
"2023-2024","THREE_QUARTER_TIME","5400","5499","1201","1300","3150"
"2023-2024","THREE_QUARTER_TIME","5400","5499","1301","1400","3075"
"2023-2024","THREE_QUARTER_TIME","5400","5499","1401","1500","3000"
"2023-2024","THREE_QUARTER_TIME","5400","5499","1501","1600","2925"
"2023-2024","THREE_QUARTER_TIME","5400","5499","1601","1700","2850"
"2023-2024","THREE_QUARTER_TIME","5400","5499","1701","1800","2775"
"2023-2024","THREE_QUARTER_TIME","5400","5499","1801","1900","2700"
"2023-2024","THREE_QUARTER_TIME","5400","5499","1901","2000","2625"
"2023-2024","THREE_QUARTER_TIME","5400","5499","2001","2100","2550"
"2023-2024","THREE_QUARTER_TIME","5400","5499","2101","2200","2475"
"2023-2024","THREE_QUARTER_TIME","5400","5499","2201","2300","2400"
"2023-2024","THREE_QUARTER_TIME","5400","5499","2301","2400","2325"
"2023-2024","THREE_QUARTER_TIME","5400","5499","2401","2500","2250"
"2023-2024","THREE_QUARTER_TIME","5400","5499","2501","2600","2175"
"2023-2024","THREE_QUARTER_TIME","5400","5499","2601","2700","2100"
"2023-2024","THREE_QUARTER_TIME","5400","5499","2701","2800","2025"
"2023-2024","THREE_QUARTER_TIME","5400","5499","2801","2900","1950"
"2023-2024","THREE_QUARTER_TIME","5400","5499","2901","3000","1875"
"2023-2024","THREE_QUARTER_TIME","5400","5499","3001","3100","1800"
"2023-2024","THREE_QUARTER_TIME","5400","5499","3101","3200","1725"
"2023-2024","THREE_QUARTER_TIME","5400","5499","3201","3300","1650"
"2023-2024","THREE_QUARTER_TIME","5400","5499","3301","3400","1575"
"2023-2024","THREE_QUARTER_TIME","5400","5499","3401","3500","1500"
"2023-2024","THREE_QUARTER_TIME","5400","5499","3501","3600","1425"
"2023-2024","THREE_QUARTER_TIME","5400","5499","3601","3700","1350"
"2023-2024","THREE_QUARTER_TIME","5400","5499","3701","3800","1275"
"2023-2024","THREE_QUARTER_TIME","5400","5499","3801","3900","1200"
"2023-2024","THREE_QUARTER_TIME","5400","5499","3901","4000","1125"
"2023-2024","THREE_QUARTER_TIME","5400","5499","4001","4100","1050"
"2023-2024","THREE_QUARTER_TIME","5400","5499","4101","4200","975"
"2023-2024","THREE_QUARTER_TIME","5400","5499","4201","4300","900"
"2023-2024","THREE_QUARTER_TIME","5400","5499","4301","4400","825"
"2023-2024","THREE_QUARTER_TIME","5400","5499","4401","4500","750"
"2023-2024","THREE_QUARTER_TIME","5500","5599","0","0","4163"
"2023-2024","THREE_QUARTER_TIME","5500","5599","1","100","4125"
"2023-2024","THREE_QUARTER_TIME","5500","5599","101","200","4050"
"2023-2024","THREE_QUARTER_TIME","5500","5599","201","300","3975"
"2023-2024","THREE_QUARTER_TIME","5500","5599","301","400","3900"
"2023-2024","THREE_QUARTER_TIME","5500","5599","401","500","3825"
"2023-2024","THREE_QUARTER_TIME","5500","5599","501","600","3750"
"2023-2024","THREE_QUARTER_TIME","5500","5599","601","700","3675"
"2023-2024","THREE_QUARTER_TIME","5500","5599","701","800","3600"
"2023-2024","THREE_QUARTER_TIME","5500","5599","801","900","3525"
"2023-2024","THREE_QUARTER_TIME","5500","5599","901","1000","3450"
"2023-2024","THREE_QUARTER_TIME","5500","5599","1001","1100","3375"
"2023-2024","THREE_QUARTER_TIME","5500","5599","1101","1200","3300"
"2023-2024","THREE_QUARTER_TIME","5500","5599","1201","1300","3225"
"2023-2024","THREE_QUARTER_TIME","5500","5599","1301","1400","3150"
"2023-2024","THREE_QUARTER_TIME","5500","5599","1401","1500","3075"
"2023-2024","THREE_QUARTER_TIME","5500","5599","1501","1600","3000"
"2023-2024","THREE_QUARTER_TIME","5500","5599","1601","1700","2925"
"2023-2024","THREE_QUARTER_TIME","5500","5599","1701","1800","2850"
"2023-2024","THREE_QUARTER_TIME","5500","5599","1801","1900","2775"
"2023-2024","THREE_QUARTER_TIME","5500","5599","1901","2000","2700"
"2023-2024","THREE_QUARTER_TIME","5500","5599","2001","2100","2625"
"2023-2024","THREE_QUARTER_TIME","5500","5599","2101","2200","2550"
"2023-2024","THREE_QUARTER_TIME","5500","5599","2201","2300","2475"
"2023-2024","THREE_QUARTER_TIME","5500","5599","2301","2400","2400"
"2023-2024","THREE_QUARTER_TIME","5500","5599","2401","2500","2325"
"2023-2024","THREE_QUARTER_TIME","5500","5599","2501","2600","2250"
"2023-2024","THREE_QUARTER_TIME","5500","5599","2601","2700","2175"
"2023-2024","THREE_QUARTER_TIME","5500","5599","2701","2800","2100"
"2023-2024","THREE_QUARTER_TIME","5500","5599","2801","2900","2025"
"2023-2024","THREE_QUARTER_TIME","5500","5599","2901","3000","1950"
"2023-2024","THREE_QUARTER_TIME","5500","5599","3001","3100","1875"
"2023-2024","THREE_QUARTER_TIME","5500","5599","3101","3200","1800"
"2023-2024","THREE_QUARTER_TIME","5500","5599","3201","3300","1725"
"2023-2024","THREE_QUARTER_TIME","5500","5599","3301","3400","1650"
"2023-2024","THREE_QUARTER_TIME","5500","5599","3401","3500","1575"
"2023-2024","THREE_QUARTER_TIME","5500","5599","3501","3600","1500"
"2023-2024","THREE_QUARTER_TIME","5500","5599","3601","3700","1425"
"2023-2024","THREE_QUARTER_TIME","5500","5599","3701","3800","1350"
"2023-2024","THREE_QUARTER_TIME","5500","5599","3801","3900","1275"
"2023-2024","THREE_QUARTER_TIME","5500","5599","3901","4000","1200"
"2023-2024","THREE_QUARTER_TIME","5500","5599","4001","4100","1125"
"2023-2024","THREE_QUARTER_TIME","5500","5599","4101","4200","1050"
"2023-2024","THREE_QUARTER_TIME","5500","5599","4201","4300","975"
"2023-2024","THREE_QUARTER_TIME","5500","5599","4301","4400","900"
"2023-2024","THREE_QUARTER_TIME","5500","5599","4401","4500","825"
"2023-2024","THREE_QUARTER_TIME","5500","5599","4501","4600","750"
"2023-2024","THREE_QUARTER_TIME","5600","5699","0","0","4238"
"2023-2024","THREE_QUARTER_TIME","5600","5699","1","100","4200"
"2023-2024","THREE_QUARTER_TIME","5600","5699","101","200","4125"
"2023-2024","THREE_QUARTER_TIME","5600","5699","201","300","4050"
"2023-2024","THREE_QUARTER_TIME","5600","5699","301","400","3975"
"2023-2024","THREE_QUARTER_TIME","5600","5699","401","500","3900"
"2023-2024","THREE_QUARTER_TIME","5600","5699","501","600","3825"
"2023-2024","THREE_QUARTER_TIME","5600","5699","601","700","3750"
"2023-2024","THREE_QUARTER_TIME","5600","5699","701","800","3675"
"2023-2024","THREE_QUARTER_TIME","5600","5699","801","900","3600"
"2023-2024","THREE_QUARTER_TIME","5600","5699","901","1000","3525"
"2023-2024","THREE_QUARTER_TIME","5600","5699","1001","1100","3450"
"2023-2024","THREE_QUARTER_TIME","5600","5699","1101","1200","3375"
"2023-2024","THREE_QUARTER_TIME","5600","5699","1201","1300","3300"
"2023-2024","THREE_QUARTER_TIME","5600","5699","1301","1400","3225"
"2023-2024","THREE_QUARTER_TIME","5600","5699","1401","1500","3150"
"2023-2024","THREE_QUARTER_TIME","5600","5699","1501","1600","3075"
"2023-2024","THREE_QUARTER_TIME","5600","5699","1601","1700","3000"
"2023-2024","THREE_QUARTER_TIME","5600","5699","1701","1800","2925"
"2023-2024","THREE_QUARTER_TIME","5600","5699","1801","1900","2850"
"2023-2024","THREE_QUARTER_TIME","5600","5699","1901","2000","2775"
"2023-2024","THREE_QUARTER_TIME","5600","5699","2001","2100","2700"
"2023-2024","THREE_QUARTER_TIME","5600","5699","2101","2200","2625"
"2023-2024","THREE_QUARTER_TIME","5600","5699","2201","2300","2550"
"2023-2024","THREE_QUARTER_TIME","5600","5699","2301","2400","2475"
"2023-2024","THREE_QUARTER_TIME","5600","5699","2401","2500","2400"
"2023-2024","THREE_QUARTER_TIME","5600","5699","2501","2600","2325"
"2023-2024","THREE_QUARTER_TIME","5600","5699","2601","2700","2250"
"2023-2024","THREE_QUARTER_TIME","5600","5699","2701","2800","2175"
"2023-2024","THREE_QUARTER_TIME","5600","5699","2801","2900","2100"
"2023-2024","THREE_QUARTER_TIME","5600","5699","2901","3000","2025"
"2023-2024","THREE_QUARTER_TIME","5600","5699","3001","3100","1950"
"2023-2024","THREE_QUARTER_TIME","5600","5699","3101","3200","1875"
"2023-2024","THREE_QUARTER_TIME","5600","5699","3201","3300","1800"
"2023-2024","THREE_QUARTER_TIME","5600","5699","3301","3400","1725"
"2023-2024","THREE_QUARTER_TIME","5600","5699","3401","3500","1650"
"2023-2024","THREE_QUARTER_TIME","5600","5699","3501","3600","1575"
"2023-2024","THREE_QUARTER_TIME","5600","5699","3601","3700","1500"
"2023-2024","THREE_QUARTER_TIME","5600","5699","3701","3800","1425"
"2023-2024","THREE_QUARTER_TIME","5600","5699","3801","3900","1350"
"2023-2024","THREE_QUARTER_TIME","5600","5699","3901","4000","1275"
"2023-2024","THREE_QUARTER_TIME","5600","5699","4001","4100","1200"
"2023-2024","THREE_QUARTER_TIME","5600","5699","4101","4200","1125"
"2023-2024","THREE_QUARTER_TIME","5600","5699","4201","4300","1050"
"2023-2024","THREE_QUARTER_TIME","5600","5699","4301","4400","975"
"2023-2024","THREE_QUARTER_TIME","5600","5699","4401","4500","900"
"2023-2024","THREE_QUARTER_TIME","5600","5699","4501","4600","825"
"2023-2024","THREE_QUARTER_TIME","5600","5699","4601","4700","750"
"2023-2024","THREE_QUARTER_TIME","5700","5799","0","0","4313"
"2023-2024","THREE_QUARTER_TIME","5700","5799","1","100","4275"
"2023-2024","THREE_QUARTER_TIME","5700","5799","101","200","4200"
"2023-2024","THREE_QUARTER_TIME","5700","5799","201","300","4125"
"2023-2024","THREE_QUARTER_TIME","5700","5799","301","400","4050"
"2023-2024","THREE_QUARTER_TIME","5700","5799","401","500","3975"
"2023-2024","THREE_QUARTER_TIME","5700","5799","501","600","3900"
"2023-2024","THREE_QUARTER_TIME","5700","5799","601","700","3825"
"2023-2024","THREE_QUARTER_TIME","5700","5799","701","800","3750"
"2023-2024","THREE_QUARTER_TIME","5700","5799","801","900","3675"
"2023-2024","THREE_QUARTER_TIME","5700","5799","901","1000","3600"
"2023-2024","THREE_QUARTER_TIME","5700","5799","1001","1100","3525"
"2023-2024","THREE_QUARTER_TIME","5700","5799","1101","1200","3450"
"2023-2024","THREE_QUARTER_TIME","5700","5799","1201","1300","3375"
"2023-2024","THREE_QUARTER_TIME","5700","5799","1301","1400","3300"
"2023-2024","THREE_QUARTER_TIME","5700","5799","1401","1500","3225"
"2023-2024","THREE_QUARTER_TIME","5700","5799","1501","1600","3150"
"2023-2024","THREE_QUARTER_TIME","5700","5799","1601","1700","3075"
"2023-2024","THREE_QUARTER_TIME","5700","5799","1701","1800","3000"
"2023-2024","THREE_QUARTER_TIME","5700","5799","1801","1900","2925"
"2023-2024","THREE_QUARTER_TIME","5700","5799","1901","2000","2850"
"2023-2024","THREE_QUARTER_TIME","5700","5799","2001","2100","2775"
"2023-2024","THREE_QUARTER_TIME","5700","5799","2101","2200","2700"
"2023-2024","THREE_QUARTER_TIME","5700","5799","2201","2300","2625"
"2023-2024","THREE_QUARTER_TIME","5700","5799","2301","2400","2550"
"2023-2024","THREE_QUARTER_TIME","5700","5799","2401","2500","2475"
"2023-2024","THREE_QUARTER_TIME","5700","5799","2501","2600","2400"
"2023-2024","THREE_QUARTER_TIME","5700","5799","2601","2700","2325"
"2023-2024","THREE_QUARTER_TIME","5700","5799","2701","2800","2250"
"2023-2024","THREE_QUARTER_TIME","5700","5799","2801","2900","2175"
"2023-2024","THREE_QUARTER_TIME","5700","5799","2901","3000","2100"
"2023-2024","THREE_QUARTER_TIME","5700","5799","3001","3100","2025"
"2023-2024","THREE_QUARTER_TIME","5700","5799","3101","3200","1950"
"2023-2024","THREE_QUARTER_TIME","5700","5799","3201","3300","1875"
"2023-2024","THREE_QUARTER_TIME","5700","5799","3301","3400","1800"
"2023-2024","THREE_QUARTER_TIME","5700","5799","3401","3500","1725"
"2023-2024","THREE_QUARTER_TIME","5700","5799","3501","3600","1650"
"2023-2024","THREE_QUARTER_TIME","5700","5799","3601","3700","1575"
"2023-2024","THREE_QUARTER_TIME","5700","5799","3701","3800","1500"
"2023-2024","THREE_QUARTER_TIME","5700","5799","3801","3900","1425"
"2023-2024","THREE_QUARTER_TIME","5700","5799","3901","4000","1350"
"2023-2024","THREE_QUARTER_TIME","5700","5799","4001","4100","1275"
"2023-2024","THREE_QUARTER_TIME","5700","5799","4101","4200","1200"
"2023-2024","THREE_QUARTER_TIME","5700","5799","4201","4300","1125"
"2023-2024","THREE_QUARTER_TIME","5700","5799","4301","4400","1050"
"2023-2024","THREE_QUARTER_TIME","5700","5799","4401","4500","975"
"2023-2024","THREE_QUARTER_TIME","5700","5799","4501","4600","900"
"2023-2024","THREE_QUARTER_TIME","5700","5799","4601","4700","825"
"2023-2024","THREE_QUARTER_TIME","5700","5799","4701","4800","750"
"2023-2024","THREE_QUARTER_TIME","5800","5899","0","0","4388"
"2023-2024","THREE_QUARTER_TIME","5800","5899","1","100","4350"
"2023-2024","THREE_QUARTER_TIME","5800","5899","101","200","4275"
"2023-2024","THREE_QUARTER_TIME","5800","5899","201","300","4200"
"2023-2024","THREE_QUARTER_TIME","5800","5899","301","400","4125"
"2023-2024","THREE_QUARTER_TIME","5800","5899","401","500","4050"
"2023-2024","THREE_QUARTER_TIME","5800","5899","501","600","3975"
"2023-2024","THREE_QUARTER_TIME","5800","5899","601","700","3900"
"2023-2024","THREE_QUARTER_TIME","5800","5899","701","800","3825"
"2023-2024","THREE_QUARTER_TIME","5800","5899","801","900","3750"
"2023-2024","THREE_QUARTER_TIME","5800","5899","901","1000","3675"
"2023-2024","THREE_QUARTER_TIME","5800","5899","1001","1100","3600"
"2023-2024","THREE_QUARTER_TIME","5800","5899","1101","1200","3525"
"2023-2024","THREE_QUARTER_TIME","5800","5899","1201","1300","3450"
"2023-2024","THREE_QUARTER_TIME","5800","5899","1301","1400","3375"
"2023-2024","THREE_QUARTER_TIME","5800","5899","1401","1500","3300"
"2023-2024","THREE_QUARTER_TIME","5800","5899","1501","1600","3225"
"2023-2024","THREE_QUARTER_TIME","5800","5899","1601","1700","3150"
"2023-2024","THREE_QUARTER_TIME","5800","5899","1701","1800","3075"
"2023-2024","THREE_QUARTER_TIME","5800","5899","1801","1900","3000"
"2023-2024","THREE_QUARTER_TIME","5800","5899","1901","2000","2925"
"2023-2024","THREE_QUARTER_TIME","5800","5899","2001","2100","2850"
"2023-2024","THREE_QUARTER_TIME","5800","5899","2101","2200","2775"
"2023-2024","THREE_QUARTER_TIME","5800","5899","2201","2300","2700"
"2023-2024","THREE_QUARTER_TIME","5800","5899","2301","2400","2625"
"2023-2024","THREE_QUARTER_TIME","5800","5899","2401","2500","2550"
"2023-2024","THREE_QUARTER_TIME","5800","5899","2501","2600","2475"
"2023-2024","THREE_QUARTER_TIME","5800","5899","2601","2700","2400"
"2023-2024","THREE_QUARTER_TIME","5800","5899","2701","2800","2325"
"2023-2024","THREE_QUARTER_TIME","5800","5899","2801","2900","2250"
"2023-2024","THREE_QUARTER_TIME","5800","5899","2901","3000","2175"
"2023-2024","THREE_QUARTER_TIME","5800","5899","3001","3100","2100"
"2023-2024","THREE_QUARTER_TIME","5800","5899","3101","3200","2025"
"2023-2024","THREE_QUARTER_TIME","5800","5899","3201","3300","1950"
"2023-2024","THREE_QUARTER_TIME","5800","5899","3301","3400","1875"
"2023-2024","THREE_QUARTER_TIME","5800","5899","3401","3500","1800"
"2023-2024","THREE_QUARTER_TIME","5800","5899","3501","3600","1725"
"2023-2024","THREE_QUARTER_TIME","5800","5899","3601","3700","1650"
"2023-2024","THREE_QUARTER_TIME","5800","5899","3701","3800","1575"
